,price,Year,Hand,Kilometer,Area,Gearbox,Engine capcity,Color,manufacturer,type
5486,130000.0,2020.0,1.0,24500.0, ירושלים והסביבה,אוטומטית,1199.0,             אפור מטאלי,פיגו, 3008
5487,28000.0,2012.0,2.0,182000.0, גדרה יבנה והסביבה,אוטומטית,1598.0,             כסוף מטאלי,פיגו, 508
5488,26000.0,2015.0,1.0,88000.0, יישובי השומרון,ידנית,1199.0,             ורוד,פיגו, 208
5489,35000.0,2014.0,3.0,44000.0, תל אביב,אוטומטית,1598.0,             שחור מטאלי,פיגו, 208
5490,158000.0,2021.0,1.0,13000.0, אשדוד - אשקלון,אוטומטית,1499.0,             לבן פנינה,פיגו, 3008
5492,11000.0,2012.0,3.0,157000.0, מושבים בשרון,אוטומטית,998.0,             תכלת,פיגו, 107
5493,47000.0,2015.0,3.0,96000.0, פתח תקוה והסביבה,אוטומטית,1598.0,             לבן,פיגו, 508
5494,19990.0,2013.0,4.0,113000.0, חיפה וחוף הכרמל,ידנית,1199.0,             לבן,פיגו, 208
5495,8000.0,2011.0,3.0,273000.0, נס ציונה - רחובות,ידנית,998.0,             שחור,פיגו, 107
5496,115000.0,2017.0,1.0,76000.0, רעננה - כפר סבא,אוטומטית,1598.0,             פלטינה,פיגו, 3008
5497,13500.0,2012.0,3.0,158500.0, ירושלים והסביבה,אוטומטית,998.0,             שחור,פיגו, 107
5498,42800.0,2016.0,2.0,87800.0, ירושלים והסביבה,אוטומטית,1199.0,             אפור מטאלי,פיגו, 208
5499,25000.0,2012.0,3.0,155000.0, חולון - בת ים,אוטומטית,1598.0,             כסוף,פיגו, 508
5500,55000.0,2015.0,2.0,71000.0, תל אביב,אוטומטית,1199.0,             אדום,פיגו, 308
5501,20000.0,2012.0,3.0,80000.0, ירושלים והסביבה,אוטומטית,1598.0,             לבן מטאלי,פיגו, 508
5502,5000.0,2006.0,4.0,230000.0," ראשל""צ והסביבה",טיפטרוניק,1997.0,             ירוק בהיר,פיגו, 307
5503,15500.0,2012.0,3.0,171000.0, מודיעין והסביבה,אוטומטית,1598.0,             שחור מטאלי,פיגו, 508
5504,7000.0,2008.0,3.0,200000.0, מושבים במרכז,ידנית,1360.0,             אפור,פיגו, 206
5506,16400.0,2010.0,2.0,133024.0, רמת גן - גבעתיים,אוטומטית,1598.0,             פלטינה,פיגו, 308
5507,80000.0,2011.0,1.0,110000.0, אשדוד - אשקלון,אוטומטית,1598.0,             לבן,פיגו, RCZ	
5508,6000.0,2008.0,3.0,127840.0, רמת גן - גבעתיים,אוטומטית,1997.0,             בז’,פיגו, 407
5509,1500.0,2005.0,4.0,170000.0, אשדוד - אשקלון,אוטומטית,1400.0,             אפור,פיגו, 206
5510,130000.0,2019.0,1.0,22000.0, מושבים בדרום,אוטומטית,1499.0,             לבן,פיגו, 3008
5513,3000.0,2005.0,3.0,139000.0, ירושלים והסביבה,טיפטרוניק,1587.0,             אדום,פיגו, 307
5514,36555.0,2015.0,3.0,106000.0, מודיעין והסביבה,אוטומטית,1199.0,             אפור,פיגו, 308
5515,5000.0,2007.0,2.0,163000.0, באר שבע והסביבה,טיפטרוניק,1587.0,             כסוף,פיגו, 307
5516,35000.0,2015.0,2.0,138000.0, קריות,אוטומטית,1199.0,             אפור מטאלי,פיגו, 208
5517,17500.0,2011.0,2.0,176000.0, חולון - בת ים,אוטומטית,1598.0,             אפור מטאלי,פיגו, 3008
5518,145000.0,2019.0,1.0,16000.0, רמת גן - גבעתיים,אוטומטית,1499.0,             לבן,פיגו, 3008
5520,10000.0,2009.0,3.0,340000.0, חדרה וישובי עמק חפר,ידנית,1598.0,             לבן,פיגו, 308
5522,5000.0,2005.0,3.0,154000.0, אשדוד - אשקלון,אוטומטית,2230.0,             זהב,פיגו, 407
5523,12500.0,2009.0,3.0,115000.0, תל אביב,אוטומטית,1598.0,             אפור עכבר,פיגו, 308
5524,162000.0,2020.0,1.0,15000.0, אשדוד - אשקלון,אוטומטית,1598.0,             אפור מטאלי,פיגו, 3008
5525,170000.0,2020.0,2.0,25000.0, קריות,אוטומטית,1598.0,             אדום,פיגו, 508
5526,25000.0,2013.0,2.0,135.0, ירושלים והסביבה,אוטומטית,1598.0,             ורוד,פיגו, 208
5531,19000.0,2014.0,3.0,121000.0," ראשל""צ והסביבה",אוטומטית,1587.0,             אפור מטאלי,פיגו, 301
5532,100000.0,2017.0,1.0,78000.0, עמק יזרעאל,אוטומטית,1560.0,             זהב מטאלי,פיגו, 3008
5533,15000.0,2014.0,2.0,172000.0, פתח תקוה והסביבה,אוטומטית,998.0,             אפור מטאלי,פיגו, 107
5535,29000.0,2014.0,3.0,172000.0, מושבים בצפון,אוטומטית,1199.0,             כסוף,פיגו, 308
5536,12000.0,2011.0,3.0,150000.0, מושבים בשפלה,אוטומטית,998.0,             שחור,פיגו, 107
5537,9500.0,2009.0,3.0,104000.0, קריות,אוטומטית,1598.0,             כסוף,פיגו, 207
5538,86000.0,2018.0,1.0,163500.0, כרמיאל והסביבה,אוטומטית,1560.0,             כתום,פיגו, 3008
5540,8000.0,2012.0,2.0,150000.0, מושבים בדרום,ידנית,1360.0,             סגול מטאלי,פיגו, 206
5541,7000.0,2009.0,3.0,240000.0, חיפה וחוף הכרמל,אוטומטית,1997.0,             כסוף,פיגו, 407
5542,1700.0,2002.0,1.0,170000.0, מושבים בצפון,אוטומטית,1587.0,             בורדו,פיגו, 307
5543,47000.0,2016.0,3.0,49000.0, ירושלים והסביבה,אוטומטית,1199.0,             כתום,פיגו, 208
5545,6000.0,2004.0,3.0,118000.0, אשדוד - אשקלון,אוטומטית,1587.0,             פלטינה,פיגו, 307
5546,6000.0,2012.0,1.0,128000.0, נתניה והסביבה,ידנית,1360.0,             שחור,פיגו, 206
5547,23000.0,2015.0,2.0,174000.0, מושבים בדרום,רובוטית,1199.0,             לבן,פיגו, 301
5548,26000.0,2014.0,4.0,100000.0, בקעת אונו,אוטומטית,1587.0,             שחור מטאלי,פיגו, 301
5549,65000.0,2013.0,4.0,146000.0, חדרה וישובי עמק חפר,ידנית,1598.0,             שחור מטאלי,פיגו, RCZ	
5550,25000.0,2014.0,3.0,88900.0, ירושלים והסביבה,אוטומטית,1587.0,             שחור מטאלי,פיגו, 301
5551,16000.0,2002.0,6.0,220000.0, באר שבע והסביבה,אוטומטית,1587.0,             שחור,פיגו, 206
5552,85000.0,2017.0,2.0,60000.0, מושבים בשרון,אוטומטית,1598.0,             לבן,פיגו, 3008
5553,15500.0,2010.0,3.0,103000.0, רמת גן - גבעתיים,אוטומטית,1598.0,             שחור,פיגו, 207
5554,180000.0,2021.0,1.0,15000.0, עמק יזרעאל,אוטומטית,1499.0,             שחור מטאלי,פיגו, 3008
5555,126000.0,2017.0,1.0,34000.0, באר שבע והסביבה,אוטומטית,1598.0,             לבן,פיגו, 3008
5556,27500.0,2015.0,3.0,135000.0, נתניה והסביבה,אוטומטית,1199.0,             חום מטאלי,פיגו, 308
5557,65000.0,2018.0,1.0,46000.0, רמת השרון - הרצליה,אוטומטית,1199.0,             כחול כהה,פיגו, 208
5558,19000.0,2011.0,2.0,120000.0, חיפה וחוף הכרמל,אוטומטית,1598.0,             כסוף מטאלי,פיגו, 3008
5559,11500.0,2010.0,2.0,150000.0, ירושלים והסביבה,אוטומטית,1598.0,             לבן,פיגו, 207
5560,17000.0,2012.0,3.0,58500.0, תל אביב,אוטומטית,998.0,             שחור,פיגו, 107
5561,83000.0,2017.0,1.0,125000.0, חולון - בת ים,אוטומטית,1560.0,             כסוף,פיגו, 3008
5562,40000.0,2015.0,3.0,128000.0, פתח תקוה והסביבה,אוטומטית,1598.0,             אפור,פיגו, 508
5563,15500.0,2014.0,2.0,96000.0, עכו - נהריה,ידנית,998.0,             אפור מטאלי,פיגו, 107
5564,94000.0,2017.0,1.0,126000.0, מושבים בצפון,אוטומטית,1560.0,             אפור מטאלי,פיגו, 3008
5565,120000.0,2018.0,1.0,48000.0," ראשל""צ והסביבה",אוטומטית,1499.0,             לבן,פיגו, 3008
5566,53000.0,2016.0,2.0,126000.0, זכרון - בנימינה,אוטומטית,1598.0,             כסוף מטאלי,פיגו, 508
5567,20000.0,2012.0,4.0,165000.0, פתח תקוה והסביבה,אוטומטית,1598.0,             שחור,פיגו, 5008
5568,70000.0,2019.0,1.0,56000.0, באר שבע והסביבה,אוטומטית,1199.0,             חום,פיגו, 208
5569,49800.0,2016.0,1.0,75617.0, תל אביב,אוטומטית,1199.0,             אפור עכבר,פיגו, 208
5570,5500.0,2005.0,3.0,117000.0, גדרה יבנה והסביבה,אוטומטית,1587.0,             אפור מטאלי,פיגו, 307
5571,10000.0,2004.0,1.0,125000.0, בקעת אונו,אוטומטית,1587.0,             כסוף מטאלי,פיגו, 307
5572,11000.0,2009.0,3.0,186000.0, מושבים בשרון,אוטומטית,1997.0,             אפור מטאלי,פיגו, 407
5575,35000.0,2016.0,2.0,158000.0, קריות,אוטומטית,1199.0,             לבן,פיגו, 308
5576,115000.0,2019.0,1.0,64000.0, עכו - נהריה,אוטומטית,1499.0,             לבן פנינה,פיגו, 3008
5577,13000.0,2011.0,2.0,170000.0, פתח תקוה והסביבה,אוטומטית,1598.0,             כחול,פיגו, 508
5578,75000.0,2012.0,2.0,172.0, תל אביב,ידנית,1598.0,             לבן פנינה,פיגו, RCZ	
5579,28000.0,2016.0,3.0,130000.0, תל אביב,ידנית,1199.0,             אפור עכבר,פיגו, 2008
5580,22000.0,2013.0,3.0,145000.0, רמלה - לוד,אוטומטית,1598.0,             אפור עכבר,פיגו, 508
5581,4300.0,2002.0,2.0,130000.0, בית שמש והסביבה,אוטומטית,1360.0,             אדום,פיגו, 206
5582,40000.0,2015.0,1.0,55000.0, נתניה והסביבה,אוטומטית,1598.0,             בורדו,פיגו, 208
5583,26000.0,2013.0,3.0,129000.0, חדרה וישובי עמק חפר,אוטומטית,1598.0,             כסוף,פיגו, 208
5584,62000.0,2016.0,3.0,37500.0, רמת גן - גבעתיים,אוטומטית,1598.0,             כסוף מטאלי,פיגו, 3008
5586,31500.0,2015.0,2.0,140111.0, כרמיאל והסביבה,אוטומטית,1199.0,             שחור מטאלי,פיגו, 308
5587,10000.0,2012.0,3.0,96000.0, ירושלים והסביבה,אוטומטית,1598.0,             כחול,פיגו, 5008
5589,3500.0,2007.0,3.0,220000.0, אשדוד - אשקלון,טיפטרוניק,1587.0,             כחול בהיר,פיגו, 307
5590,85000.0,2016.0,2.0,66000.0, אשדוד - אשקלון,ידנית,1598.0,             לבן,פיגו, 208
5591,45000.0,2015.0,1.0,144000.0, נתניה והסביבה,אוטומטית,1598.0,             אפור מטאלי,פיגו, 3008
5592,27000.0,2013.0,2.0,170000.0, חיפה וחוף הכרמל,אוטומטית,1598.0,             לבן,פיגו, 208
5593,53000.0,2018.0,2.0,73000.0, רמת גן - גבעתיים,אוטומטית,1199.0,             לבן,פיגו, 208
5594,11000.0,2010.0,2.0,240000.0, מושבים בצפון,אוטומטית,1598.0,             כסוף,פיגו, 308
5595,62000.0,2020.0,1.0,44500.0, נתניה והסביבה,אוטומטית,1499.0,             לבן,פיגו, 3008
5596,58100.0,2012.0,5.0,134000.0, נתניה והסביבה,ידנית,1598.0,             אפור מטאלי,פיגו, RCZ	
5597,105000.0,2018.0,1.0,105000.0, רעננה - כפר סבא,אוטומטית,1560.0,             ירוק מטאלי,פיגו, 3008
5598,110000.0,2019.0,1.0,87000.0, רעננה - כפר סבא,אוטומטית,1499.0,             לבן,פיגו, 3008
5599,17000.0,2012.0,2.0,138000.0," ראשל""צ והסביבה",אוטומטית,1598.0,             שחור מטאלי,פיגו, 308
5600,100000.0,2018.0,2.0,123000.0, מושבים בדרום,אוטומטית,1598.0,             ירוק מטאלי,פיגו, 5008
5601,18000.0,2015.0,2.0,115529.0, באר שבע והסביבה,רובוטית,1199.0,             לבן,פיגו, 301
5602,17000.0,2015.0,3.0,180000.0, אשדוד - אשקלון,רובוטית,1199.0,             שחור,פיגו, 301
5604,40000.0,2017.0,2.0,56000.0, אשדוד - אשקלון,רובוטית,998.0,             שחור,פיגו, 108
5605,19900.0,2013.0,2.0,127000.0, קריות,אוטומטית,998.0,             סגול מטאלי,פיגו, 107
5606,8000.0,2008.0,3.0,150000.0, מודיעין והסביבה,אוטומטית,1598.0,             כחול כהה מטאלי,פיגו, 207
5607,122000.0,2019.0,1.0,44000.0, קריות,אוטומטית,1499.0,             כחול כהה מטאלי,פיגו, 3008
5608,132000.0,2018.0,2.0,27000.0, נס ציונה - רחובות,אוטומטית,1598.0,             לבן,פיגו, 3008
5609,15000.0,2013.0,1.0,136000.0, ירושלים והסביבה,אוטומטית,998.0,             אדום,פיגו, 107
5610,43000.0,2017.0,1.0,62000.0, מושבים בצפון,רובוטית,998.0,             סגול חציל,פיגו, 108
5611,113000.0,2017.0,2.0,48000.0, מושבים בצפון,אוטומטית,1560.0,             שחור מטאלי,פיגו, 3008
5612,110000.0,2019.0,2.0,43000.0, מושבים בצפון,אוטומטית,1499.0,             אפור מטאלי,פיגו, 3008
5613,24500.0,2013.0,1.0,206000.0, באר שבע והסביבה,אוטומטית,1598.0,             אפור מטאלי,פיגו, 5008
5615,28000.0,2016.0,2.0,80000.0, אשדוד - אשקלון,ידנית,1199.0,             לבן,פיגו, 108
5617,29600.0,2016.0,2.0,83000.0, חדרה וישובי עמק חפר,רובוטית,998.0,             כחול כהה,פיגו, 108
5618,11000.0,2011.0,2.0,95000.0, קריות,אוטומטית,1598.0,             אפור מטאלי,פיגו, 207
5619,115000.0,2019.0,1.0,55000.0," ראשל""צ והסביבה",אוטומטית,1199.0,             אפור מטאלי,פיגו, 3008
5620,7900.0,2007.0,2.0,186000.0," ראשל""צ והסביבה",אוטומטית,1596.0,             כסוף מטאלי,פורד, פוקוס
5621,11000.0,2007.0,2.0,212000.0, מודיעין והסביבה,אוטומטית,1596.0,             כסוף מטאלי,פורד, פוקוס
5622,12000.0,2010.0,2.0,165000.0, מושבים בצפון,אוטומטית,2261.0,             שמפניה,פורד, מונדאו
5623,12500.0,2009.0,2.0,222000.0, ירושלים והסביבה,אוטומטית,1596.0,             כסוף מטאלי,פורד, פוקוס
5624,5000.0,2009.0,2.0,160000.0, זכרון - בנימינה,אוטומטית,2261.0,             כסוף,פורד, מונדאו
5625,13999.0,2009.0,2.0,130000.0, מושבים בשרון,אוטומטית,1596.0,             כסוף,פורד, פוקוס
5626,36000.0,2017.0,2.0,163000.0, ירושלים והסביבה,אוטומטית,1498.0,             כסוף מטאלי,פורד, פוקוס
5628,14000.0,2009.0,2.0,200000.0, חיפה וחוף הכרמל,אוטומטית,1596.0,             בז’,פורד, פוקוס
5629,22000.0,2014.0,4.0,150000.0, גליל ועמקים,אוטומטית,1596.0,             אפור מטאלי,פורד, פוקוס
5630,27000.0,2014.0,2.0,159000.0, אשדוד - אשקלון,אוטומטית,1400.0,             כחול כהה,פורד, פיאסטה
5631,34000.0,2014.0,3.0,140000.0, פתח תקוה והסביבה,אוטומטית,1999.0,             אפור עכבר,פורד, S-מקס
5632,19000.0,2014.0,3.0,14000.0," ראשל""צ והסביבה",אוטומטית,1600.0,             אפור מטאלי,פורד, פוקוס
5633,15000.0,2008.0,3.0,247198.0, הוד השרון והסביבה,אוטומטית,1596.0,             לבן,פורד, פוקוס
5634,85000.0,2016.0,1.0,65000.0, רמת השרון - הרצליה,אוטומטית,1948.0,             אפור מטאלי,פורד, קונקט
5635,31500.0,2013.0,3.0,160000.0, פתח תקוה והסביבה,אוטומטית,1999.0,             שחור מטאלי,פורד, גלאקסי
5636,8000.0,2003.0,3.0,235000.0, נתניה והסביבה,ידנית,1300.0,             כחול מטאלי,פורד, פיאסטה
5637,14000.0,2012.0,2.0,165000.0, באר שבע והסביבה,אוטומטית,1596.0,             לבן,פורד, פוקוס
5638,27000.0,2012.0,3.0,167000.0, חולון - בת ים,אוטומטית,1999.0,             אפור מטאלי,פורד, מונדאו
5644,32000.0,2016.0,2.0,78000.0, חיפה וחוף הכרמל,אוטומטית,1596.0,             אפור עכבר,פורד, פיאסטה
5645,12500.0,2008.0,3.0,141000.0, פתח תקוה והסביבה,אוטומטית,1596.0,             כחול כהה מטאלי,פורד, פוקוס
5646,15000.0,2008.0,2.0,160000.0, ירושלים והסביבה,אוטומטית,2261.0,             אפור,פורד, S-מקס
5647,32000.0,2013.0,3.0,170000.0, אשדוד - אשקלון,אוטומטית,1999.0,             שחור,פורד, S-מקס
5648,7500.0,2011.0,2.0,216000.0, נס ציונה - רחובות,אוטומטית,1596.0,             כחול מטאלי,פורד, פוקוס
5649,20000.0,2009.0,2.0,153000.0, בקעת אונו,אוטומטית,2261.0,             כסוף מטאלי,פורד, S-מקס
5650,23000.0,2012.0,2.0,217000.0, פתח תקוה והסביבה,אוטומטית,1999.0,             לבן,פורד, גלאקסי
5651,12800.0,2012.0,2.0,169500.0, באר שבע והסביבה,אוטומטית,1596.0,             כסוף מטאלי,פורד, פוקוס
5652,30295.0,2013.0,1.0,45500.0, רעננה - כפר סבא,אוטומטית,1999.0,             לבן,פורד, פוקוס
5653,20000.0,2013.0,2.0,139000.0, יישובי השומרון,אוטומטית,1999.0,             כסף מטלי,פורד, מונדאו
5654,28600.0,2012.0,2.0,236000.0, בית שמש והסביבה,אוטומטית,1999.0,             אפור מטאלי,פורד, S-מקס
5655,14000.0,2011.0,1.0,107856.0, חולון - בת ים,אוטומטית,1596.0,             אדום מטאלי,פורד, פוקוס
5656,16000.0,2012.0,3.0,122000.0, ירושלים והסביבה,אוטומטית,1388.0,             אפור,פורד, פיאסטה
5657,29000.0,2012.0,2.0,155000.0," ראשל""צ והסביבה",אוטומטית,1999.0,             אפור מטאלי,פורד, גלאקסי
5658,23000.0,2014.0,3.0,175000.0, מושבים בשפלה,אוטומטית,1596.0,             שחור,פורד, פיאסטה
5659,7770.0,2009.0,2.0,231350.0, פתח תקוה והסביבה,אוטומטית,1596.0,             טורקיז,פורד, פוקוס
5660,21000.0,2013.0,1.0,180000.0, הוד השרון והסביבה,אוטומטית,1596.0,             שחור מטאלי,פורד, פוקוס
5661,19000.0,2008.0,2.0,188651.0, אשדוד - אשקלון,אוטומטית,1596.0,             טוניק,פורד, פוקוס
5662,30000.0,2013.0,2.0,158000.0, תל אביב,אוטומטית,1999.0,             אפור מטאלי,פורד, מונדאו
5663,29000.0,2014.0,3.0,137000.0," ראשל""צ והסביבה",אוטומטית,1596.0,             לבן,פורד, פוקוס
5664,11000.0,2010.0,4.0,170000.0, בית שמש והסביבה,אוטומטית,1596.0,             אפור מטאלי,פורד, פוקוס
5665,19500.0,2009.0,2.0,167350.0, בית שמש והסביבה,אוטומטית,2261.0,             אפור,פורד, S-מקס
5666,13500.0,2009.0,2.0,191554.0, ירושלים והסביבה,אוטומטית,1388.0,             כחול,פורד, פיאסטה
5667,18000.0,2013.0,5.0,200000.0, חיפה וחוף הכרמל,אוטומטית,1596.0,             לבן,פורד, פוקוס
5668,12000.0,2009.0,3.0,185000.0, תל אביב,אוטומטית,2261.0,             שחור מטאלי,פורד, מונדאו
5669,9500.0,2008.0,2.0,211000.0, טבריה והסביבה,אוטומטית,1596.0,             לבן,פורד, פוקוס
5671,17000.0,2011.0,4.0,130000.0, רמת השרון - הרצליה,אוטומטית,1388.0,             כחול כהה,פורד, פיאסטה
5672,11000.0,2011.0,3.0,160000.0, תל אביב,אוטומטית,1596.0,             אפור מטאלי,פורד, פוקוס
5674,3000.0,2004.0,3.0,240000.0, עכו - נהריה,אוטומטית,1596.0,             כסף מטלי,פורד, פוקוס
5675,24000.0,2011.0,5.0,180000.0, בית שמש והסביבה,ידנית,1596.0,             כחול,פורד, פוקוס
5676,8500.0,2011.0,5.0,213000.0, באר שבע והסביבה,אוטומטית,1596.0,             שחור,פורד, פוקוס
5677,24500.0,2011.0,3.0,179000.0, פתח תקוה והסביבה,אוטומטית,2261.0,             כחול,פורד, גלאקסי
5678,12000.0,2011.0,4.0,165000.0, נתניה והסביבה,אוטומטית,2261.0,             לבן,פורד, מונדאו
5680,6500.0,2005.0,3.0,190000.0, קריות,אוטומטית,1999.0,             כסף מטלי,פורד, מונדאו
5681,21000.0,2014.0,2.0,107000.0, יישובי השומרון,אוטומטית,1596.0,             כסוף מטאלי,פורד, פוקוס
5682,5000.0,2006.0,3.0,220000.0, נתניה והסביבה,אוטומטית,1596.0,             כסוף,פורד, פוקוס
5684,14900.0,2012.0,2.0,163000.0, באר שבע והסביבה,אוטומטית,1596.0,             שחור מטאלי,פורד, פוקוס
5687,7500.0,2006.0,4.0,189000.0, פתח תקוה והסביבה,אוטומטית,1596.0,             כחול מטאלי,פורד, פוקוס
5688,29000.0,2012.0,2.0,156000.0, מודיעין והסביבה,אוטומטית,1999.0,             כחול כהה,פורד, S-מקס
5689,17000.0,2011.0,4.0,130000.0, רמלה - לוד,אוטומטית,1388.0,             ירוק מטאלי,פורד, פיאסטה
5690,18000.0,2012.0,2.0,187000.0, גדרה יבנה והסביבה,אוטומטית,1999.0,             כחול כהה מטאלי,פורד, מונדאו
5691,15000.0,2012.0,3.0,206000.0, חולון - בת ים,אוטומטית,1999.0,             כסוף מטאלי,פורד, מונדאו
5692,18000.0,2011.0,2.0,180.0," ראשל""צ והסביבה",אוטומטית,1999.0,             לבן,פורד, S-מקס
5695,16500.0,2008.0,1.0,196500.0, בית שמש והסביבה,אוטומטית,2300.0,             כחול כהה,פורד, גלאקסי
5696,6500.0,2008.0,3.0,200000.0, ירושלים והסביבה,אוטומטית,1596.0,             תכלת,פורד, פוקוס
5698,17800.0,2010.0,3.0,146000.0, ירושלים והסביבה,אוטומטית,1600.0,             אפור עכבר,פורד, פוקוס
5699,13900.0,2012.0,3.0,205000.0, רעננה - כפר סבא,אוטומטית,1596.0,             כחול כהה,פורד, פוקוס
5700,13000.0,2013.0,2.0,220000.0, מושבים בצפון,אוטומטית,1596.0,             כסוף מטאלי,פורד, פוקוס
5702,25000.0,2014.0,3.0,142000.0," ראשל""צ והסביבה",אוטומטית,1596.0,             שחור מטאלי,פורד, פוקוס
5704,16500.0,2012.0,3.0,199800.0, חדרה וישובי עמק חפר,אוטומטית,1999.0,             שחור מטאלי,פורד, מונדאו
5706,12000.0,2009.0,1.0,190000.0, אשדוד - אשקלון,אוטומטית,2261.0,             כחול כהה מטאלי,פורד, מונדאו
5707,19000.0,2013.0,3.0,220000.0, באר שבע והסביבה,אוטומטית,1999.0,             לבן,פורד, פוקוס
5708,29000.0,2014.0,2.0,202000.0, עמק יזרעאל,אוטומטית,1596.0,             לבן שנהב,פורד, פוקוס
5709,29000.0,2012.0,3.0,215000.0, פתח תקוה והסביבה,אוטומטית,1999.0,             כחול כהה מטאלי,פורד, פוקוס
5710,17000.0,2012.0,3.0,201000.0, נתניה והסביבה,אוטומטית,1596.0,             אפור מטאלי,פורד, פוקוס
5711,25000.0,2014.0,4.0,168000.0, באר שבע והסביבה,אוטומטית,1596.0,             כחול כהה,פורד, פוקוס
5712,13500.0,2012.0,3.0,190000.0, באר שבע והסביבה,אוטומטית,1596.0,             לבן,פורד, פוקוס
5713,49000.0,2015.0,3.0,78000.0, בית שמש והסביבה,אוטומטית,1999.0,             לבן,פורד, S-מקס
5714,20000.0,2014.0,2.0,140000.0, יישובי השומרון,אוטומטית,1242.0,             שחור מטאלי,פורד, פיאסטה
5715,22000.0,2014.0,3.0,210000.0, גליל ועמקים,אוטומטית,1596.0,             לבן,פורד, פיאסטה
5716,24100.0,2014.0,2.0,112000.0, בית שמש והסביבה,אוטומטית,1596.0,             כסוף מטאלי,פורד, פוקוס
5717,10500.0,2010.0,2.0,135000.0, ירושלים והסביבה,אוטומטית,1596.0,             כסוף מטאלי,פורד, פוקוס
5718,17000.0,2010.0,3.0,170000.0, עמק יזרעאל,אוטומטית,2261.0,             סגול חציל,פורד, מונדאו
5719,7000.0,2008.0,4.0,190000.0, חיפה וחוף הכרמל,אוטומטית,1596.0,             כסף מטלי,פורד, פוקוס
5720,175000.0,2015.0,2.0,118000.0, תל אביב,אוטומטית,3721.0,             כסוף,פורד, מוסטנג
5721,9000.0,2008.0,3.0,245000.0, אשדוד - אשקלון,אוטומטית,1999.0,             כחול,פורד, פוקוס
5722,8000.0,2008.0,2.0,224000.0, פתח תקוה והסביבה,אוטומטית,1596.0,             כחול מטאלי,פורד, פוקוס
5723,20000.0,2013.0,3.0,173000.0, יישובי השומרון,אוטומטית,1596.0,             לבן,פורד, פוקוס
5724,20500.0,2012.0,2.0,175000.0, טבריה והסביבה,אוטומטית,1999.0,             לבן,פורד, פוקוס
5725,154000.0,2015.0,3.0,52000.0, כרמיאל והסביבה,אוטומטית,3721.0,             כחול,פורד, מוסטנג
5726,13750.0,2008.0,1.0,151000.0, רמת השרון - הרצליה,אוטומטית,1596.0,             כסוף,פורד, פוקוס
5727,23000.0,2013.0,2.0,103000.0, ירושלים והסביבה,אוטומטית,1596.0,             כחול כהה,פורד, פוקוס
5729,21800.0,2013.0,2.0,144500.0, ירושלים והסביבה,אוטומטית,1596.0,             לבן,פורד, פוקוס
5730,25000.0,2012.0,3.0,207000.0, תל אביב,אוטומטית,1999.0,             לבן,פורד, S-מקס
5731,15999.0,2013.0,3.0,175000.0," ראשל""צ והסביבה",אוטומטית,1596.0,             לבן שנהב,פורד, פיאסטה
5732,11000.0,2011.0,3.0,200000.0, נתניה והסביבה,אוטומטית,1999.0,             אפור מטאלי,פורד, מונדאו
5733,18000.0,2012.0,3.0,180000.0, רמת השרון - הרצליה,אוטומטית,1596.0,             כסוף מטאלי,פורד, פוקוס
5734,46500.0,2016.0,2.0,177000.0, רמת גן - גבעתיים,אוטומטית,1498.0,             אפור מטאלי,פורד, פוקוס
5736,241000.0,2019.0,1.0,35000.0," ראשל""צ והסביבה",אוטומטית,2253.0,             כסוף מטאלי,פורד, מוסטנג
5737,250000.0,2020.0,1.0,60000.0, מושבים בשפלה,אוטומטית,2253.0,             לבן,פורד, מוסטנג
5739,44350.0,2016.0,2.0,96680.0, קריות,אוטומטית,1498.0,             אפור עכבר,פורד, פוקוס
5741,26000.0,2011.0,4.0,133000.0, באר שבע והסביבה,אוטומטית,2261.0,             שחור מטאלי,פורד, גלאקסי
5742,9500.0,2011.0,2.0,250000.0, תל אביב,אוטומטית,1388.0,             כחול כהה מטאלי,פורד, פיאסטה
5743,18000.0,2012.0,2.0,106000.0, אילת והערבה,אוטומטית,1596.0,             אפור מטאלי,פורד, פוקוס
5745,19000.0,2013.0,2.0,200000.0, עכו - נהריה,אוטומטית,1596.0,             כחול,פורד, פוקוס
5747,300000.0,2020.0,2.0,44000.0, חולון - בת ים,אוטומטית,2261.0,             ירוק בהיר,פורד, מוסטנג
5748,5000.0,2004.0,4.0,270000.0, טבריה והסביבה,אוטומטית,1988.0,             כסוף,פורד, פוקוס
5749,15000.0,2009.0,3.0,122000.0, אשדוד - אשקלון,אוטומטית,1388.0,             אדום,פורד, פיאסטה
5750,39000.0,2016.0,2.0,150000.0, מושבים בשפלה,אוטומטית,1498.0,             שחור,פורד, פוקוס
5751,14000.0,2011.0,6.0,212000.0, ירושלים והסביבה,אוטומטית,1388.0,             שחור,פורד, פיאסטה
5752,12000.0,2009.0,3.0,190000.0, ירושלים והסביבה,אוטומטית,1596.0,             כחול בהיר,פורד, פוקוס
5753,16000.0,2011.0,3.0,141000.0, באר שבע והסביבה,אוטומטית,1388.0,             לבן,פורד, פיאסטה
5754,75000.0,2008.0,6.0,41404.0, מושבים בצפון,אוטומטית,4000.0,             לבן,פורד, מוסטנג
5755,6000.0,2006.0,3.0,220000.0, אשדוד - אשקלון,אוטומטית,1596.0,             תכלת,פורד, פוקוס
